pop,geno,year,BLUP,genotype_year,real
Dic2 x Lloyd,BX07.2.1f2.4,2012,-1.91904370798947,BX07.2.1f2.4_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.40,2012,0.278728076658838,BX07.2.1f2.40_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.41,2012,0.234343154373585,BX07.2.1f2.41_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.42,2012,0.729137649254829,BX07.2.1f2.42_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.43,2012,0.279162982649586,BX07.2.1f2.43_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.44,2012,-0.132781247764807,BX07.2.1f2.44_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.45,2012,1.09421438167437,BX07.2.1f2.45_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.46,2012,0.225463375206753,BX07.2.1f2.46_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.47,2012,-1.68784574442753,BX07.2.1f2.47_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.48,2012,-0.139937099196269,BX07.2.1f2.48_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.49,2012,1.0144949331324,BX07.2.1f2.49_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.5,2012,-0.225339803615769,BX07.2.1f2.5_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.50,2012,0.985862647456284,BX07.2.1f2.50_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.51,2012,-0.0900583333979559,BX07.2.1f2.51_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.52,2012,0.465575962345911,BX07.2.1f2.52_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.53,2012,-0.420133278872159,BX07.2.1f2.53_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.54,2012,-0.871047002580329,BX07.2.1f2.54_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.55,2012,0.589913390209654,BX07.2.1f2.55_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.56,2012,0.570182757794084,BX07.2.1f2.56_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.57,2012,1.26910480284941,BX07.2.1f2.57_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.58,2012,1.06162148045744,BX07.2.1f2.58_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.59,2012,0.183647577759861,BX07.2.1f2.59_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.6,2012,-0.223473736187285,BX07.2.1f2.6_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.60,2012,0.329531982118609,BX07.2.1f2.60_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.61,2012,0.845178334548188,BX07.2.1f2.61_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.62,2012,-1.51005499062691,BX07.2.1f2.62_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.63,2012,0.325763797026365,BX07.2.1f2.63_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.64,2012,-1.42666885661089,BX07.2.1f2.64_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.65,2012,1.64069044619624,BX07.2.1f2.65_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.66,2012,-0.0520923742684577,BX07.2.1f2.66_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.67,2012,-0.44289561086468,BX07.2.1f2.67_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.68,2012,-0.00738932740860339,BX07.2.1f2.68_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.69,2012,-0.113383607368093,BX07.2.1f2.69_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.7,2012,-0.220921964732566,BX07.2.1f2.7_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.70,2012,1.57142480718395,BX07.2.1f2.70_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.71,2012,0.423244282960342,BX07.2.1f2.71_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.72,2012,0.648416619819657,BX07.2.1f2.72_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.73,2012,0.664393359471509,BX07.2.1f2.73_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.74,2012,0.435897205719964,BX07.2.1f2.74_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.75,2012,0.155428888513256,BX07.2.1f2.75_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.76,2012,-0.236081471799931,BX07.2.1f2.76_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.77,2012,0.228645060058848,BX07.2.1f2.77_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.78,2012,-0.411675201315059,BX07.2.1f2.78_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.79,2012,1.21877083104033,BX07.2.1f2.79_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.8,2012,-0.849480083572949,BX07.2.1f2.8_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.80,2012,0.121938253240526,BX07.2.1f2.80_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.82,2012,1.23130488056986,BX07.2.1f2.82_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.83,2012,0.364748579519066,BX07.2.1f2.83_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.84,2012,-0.322602538366636,BX07.2.1f2.84_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.85,2012,-1.12885151452289,BX07.2.1f2.85_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.86,2012,-0.483456597751928,BX07.2.1f2.86_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.87,2012,0.907748946516288,BX07.2.1f2.87_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.88,2012,-1.91002263780269,BX07.2.1f2.88_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.89,2012,0.7314281633524,BX07.2.1f2.89_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.9,2012,-0.186538075182676,BX07.2.1f2.9_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.90,2012,1.06721093448805,BX07.2.1f2.90_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.91,2012,-1.4581905848227,BX07.2.1f2.91_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.92,2012,-0.126567491672182,BX07.2.1f2.92_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.93,2012,-1.05882602969043,BX07.2.1f2.93_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.94,2012,0.650735088265709,BX07.2.1f2.94_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.96,2012,0.0332304183945438,BX07.2.1f2.96_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.97,2012,-0.642283613043595,BX07.2.1f2.97_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.98,2012,-0.818615321290208,BX07.2.1f2.98_2012,TRUE
Dic2 x Lloyd,BX07.2.1f2.99,2012,-1.26686189660069,BX07.2.1f2.99_2012,TRUE
Dic2 x Lloyd,BX07.2.1f1.1.1,2015,-1.09954696230001,BX07.2.1f1.1.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.1.2,2015,2.4159179026433,BX07.2.1f1.1.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.10.1,2015,-0.399734263502352,BX07.2.1f1.10.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.10.2,2015,0.586311299458815,BX07.2.1f1.10.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.11.1,2015,-0.300182827068626,BX07.2.1f1.11.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.11.2,2015,-0.16422209646231,BX07.2.1f1.11.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.12.1,2015,-0.224359238576539,BX07.2.1f1.12.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.12.2,2015,-0.487346992585908,BX07.2.1f1.12.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.13.1,2015,-0.273094746459946,BX07.2.1f1.13.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.13.2,2015,0.889429257804446,BX07.2.1f1.13.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.14.1,2015,0.111748333603591,BX07.2.1f1.14.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.14.2,2015,0.0763303598873691,BX07.2.1f1.14.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.15.1,2015,0.451357592116261,BX07.2.1f1.15.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.15.2,2015,0.518170701286882,BX07.2.1f1.15.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.16.2,2015,0.724185409008618,BX07.2.1f1.16.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.17.1,2015,-1.76565109495751,BX07.2.1f1.17.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.17.2,2015,-1.15104908144929,BX07.2.1f1.17.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.18.1,2015,1.603346891636,BX07.2.1f1.18.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.18.2,2015,1.76710827321863,BX07.2.1f1.18.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.19.1,2015,0.967843395487403,BX07.2.1f1.19.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.19.2,2015,0.400597827181942,BX07.2.1f1.19.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.2.1,2015,0.653103353393212,BX07.2.1f1.2.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.2.2,2015,0.754603998936186,BX07.2.1f1.2.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.20.1,2015,-1.29883086690319,BX07.2.1f1.20.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.20.2,2015,0.0935258126868823,BX07.2.1f1.20.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.21.1,2015,-1.05739754973624,BX07.2.1f1.21.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.21.2,2015,-1.48206904550935,BX07.2.1f1.21.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.22.1,2015,-1.48540424108869,BX07.2.1f1.22.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.22.2,2015,0.860144394616828,BX07.2.1f1.22.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.23.1,2015,0.299210515772669,BX07.2.1f1.23.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.23.2,2015,-0.188528091709859,BX07.2.1f1.23.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.24.2,2015,0.179572475978313,BX07.2.1f1.24.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.25.1,2015,1.37207741217218,BX07.2.1f1.25.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.25.2,2015,1.70963421261059,BX07.2.1f1.25.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.26.1,2015,0.14850770961586,BX07.2.1f1.26.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.26.2,2015,0.150878780538257,BX07.2.1f1.26.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.27.1,2015,0.910975493924436,BX07.2.1f1.27.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.28.1,2015,0.407492289035426,BX07.2.1f1.28.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.28.2,2015,1.5037507914125,BX07.2.1f1.28.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.29.1,2015,0.285410153086052,BX07.2.1f1.29.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.29.2,2015,-1.79193417595671,BX07.2.1f1.29.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.3.1,2015,0.714781632540076,BX07.2.1f1.3.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.3.2,2015,1.27528487321125,BX07.2.1f1.3.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.30.1,2015,-0.779809092926703,BX07.2.1f1.30.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.30.2,2015,-0.271725868725533,BX07.2.1f1.30.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.31.1,2015,-0.130751922014505,BX07.2.1f1.31.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.31.2,2015,0.169945319300513,BX07.2.1f1.31.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.32.1,2015,-0.37991749016246,BX07.2.1f1.32.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.32.2,2015,-0.376652138471979,BX07.2.1f1.32.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.33.1,2015,-0.0984099101481263,BX07.2.1f1.33.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.33.2,2015,0.323837471821405,BX07.2.1f1.33.2_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.34.1,2015,1.88866612002227,BX07.2.1f1.34.1_2015,TRUE
Dic2 x Lloyd,BX07.2.1f1.34.2,2015,-0.065676037654194,BX07.2.1f1.34.2_2015,TRUE
